Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Nevada,US,2021-11-04 04:32:32,38.3135,-117.0554,441916,7676,,,32.0,14347.195401791338,4585702.0,,1.736981688827741,84000032.0,USA,148878.88795242837,,2021-11-03,,
New Hampshire,US,2021-11-04 04:32:32,43.4525,-71.5639,137778,1581,,,33.0,10132.888532930894,2705335.0,,1.1474981491965337,84000033.0,USA,198963.9710203124,,2021-11-03,,
New Jersey,US,2021-11-04 04:32:32,40.2989,-74.521,1202251,28011,,,34.0,13535.52445962088,16049172.0,,2.329879534306896,84000034.0,USA,180689.3570166817,,2021-11-03,,
New Mexico,US,2021-11-04 04:32:32,34.8405,-106.2485,279670,5085,,,35.0,13337.759063805392,4928790.0,,1.818214324024744,84000035.0,USA,235059.22514425355,,2021-11-03,,
New York,US,2021-11-04 04:32:32,42.1657,-74.9481,2571761,56579,,,36.0,13220.001212117411,76293451.0,,2.2000100320364138,84000036.0,USA,392182.4441293808,,2021-11-03,,
North Carolina,US,2021-11-04 04:32:32,35.6301,-79.8064,1485455,18191,,,37.0,14163.26375723154,19296214.0,,1.2246079484063803,84000037.0,USA,1.839822602488691e-05,,2021-11-03,,
North Dakota,US,2021-11-04 04:32:32,47.5289,-99.784,150183,1815,,,38.0,19664.54173020043,1876148.0,,1.211162716207559,84000038.0,USA,246193.6167923345,,2021-11-03,,
Northern Mariana Islands,US,2021-11-04 04:32:32,15.0979,145.6739,312,3,,,69.0,565.7913825620194,17542.0,,0.9615384615384616,580.0,MNP,31811.25779776585,,2021-11-03,,
Ohio,US,2021-11-04 04:32:32,40.3888,-82.7649,1556208,26270,,,39.0,13313.326090118144,22719141.0,,1.6865997347398292,84000039.0,USA,1.9436176437878025e-05,,2021-11-03,,
Oklahoma,US,2021-11-04 04:32:32,35.5653,-96.9289,646763,10879,,,40.0,16344.901188307926,4616319.0,,1.682069011368925,84000040.0,USA,116662.94749190733,,2021-11-03,,
Oregon,US,2021-11-04 04:32:32,44.572,-122.0709,369815,4469,,,41.0,8768.090566102153,7603852.0,,1.2084420588672715,84000041.0,USA,180282.7440402282,,2021-11-03,,
Pennsylvania,US,2021-11-04 04:32:32,40.5908,-77.2098,1591266,31711,,,42.0,12429.834145303515,18664133.0,,1.9928157831563045,84000042.0,USA,145790.88452583426,,2021-11-03,,
Puerto Rico,US,2021-11-04 04:32:32,18.2208,-66.5901,185553,3236,,,72.0,5809.980542907367,3003264.0,,1.7439761146411,630.0,PRI,94037.31227850883,,2021-11-03,,
Rhode Island,US,2021-11-04 04:32:32,41.6809,-71.5118,180488,2881,,,44.0,17037.44049478884,5727531.0,,1.5962280040778334,84000044.0,USA,540659.0387979168,,2021-11-03,,
South Carolina,US,2021-11-04 04:32:32,33.8569,-80.945,900464,13803,,,45.0,17489.105046425186,9605802.0,,1.5328763837310542,84000045.0,USA,186567.0145982084,,2021-11-03,,
South Dakota,US,2021-11-04 04:32:32,44.2998,-99.4388,156123,2253,,,46.0,17647.81684242177,1008905.0,,1.4430929459464652,84000046.0,USA,1.1404450754471498e-05,,2021-11-03,,
Tennessee,US,2021-11-04 04:32:32,35.7478,-86.6923,1283945,16426,,,47.0,18818.7326900735,10355613.0,,1.2807703919499769,84000047.0,USA,151637.85547124734,,2021-11-03,,
Texas,US,2021-11-04 04:32:32,31.0545,-97.5635,4280588,71543,,,48.0,14762.745094725697,35289050.0,,1.671195639477567,84000048.0,USA,121703.66542751364,,2021-11-03,,
Utah,US,2021-11-04 04:32:32,40.15,-111.8624,556463,3262,,,49.0,17357.15190280097,4512643.0,,0.5862024968416588,84000049.0,USA,140758.01991167697,,2021-11-03,,
Vermont,US,2021-11-04 04:32:32,44.0459,-72.7107,40727,374,,,50.0,6526.877877654894,2331150.0,,0.9183097208240234,84000050.0,USA,373588.3164607068,,2021-11-03,,
Virgin Islands,US,2021-11-04 04:32:32,18.3358,-64.8963,7251,82,,,78.0,6759.704664951337,207400.0,,1.130878499517308,850.0,VIR,193347.5034493045,,2021-11-03,,
Virginia,US,2021-11-04 04:32:32,37.7693,-78.17,930679,14052,,,51.0,10903.60176106456,9985093.0,,1.5098653778585311,84000051.0,USA,116982.84544853102,,2021-11-03,,
Washington,US,2021-11-04 04:32:32,47.4009,-121.4905,733535,8727,,,53.0,9632.899634965324,9842443.0,,1.1897182820178995,84000053.0,USA,129252.54497994916,,2021-11-03,,
West Virginia,US,2021-11-04 04:32:32,38.4912,-80.9545,274508,4490,,,54.0,15317.270290885735,4324890.0,,1.6356536057236948,84000054.0,USA,241324.5118843488,,2021-11-03,,
Wisconsin,US,2021-11-04 04:32:32,44.2685,-89.6165,893028,9495,,,55.0,15337.70928103264,11618849.0,,1.0632365390558862,84000055.0,USA,1.995531250332765e-05,,2021-11-03,,
Wyoming,US,2021-11-04 04:32:32,42.756,-107.3025,104403,1243,,,56.0,18039.11472650965,1087591.0,,1.1905788147850158,84000056.0,USA,187917.76888134785,,2021-11-03,,
Alabama,US,2021-11-05 04:31:58,32.3182,-86.9023,834582,15734,,,1.0,17021.22192003769,,,1.8852551337076524,84000001.0,USA,,,2021-11-04,,
Alaska,US,2021-11-05 04:31:58,61.3707,-152.4044,141252,740,,,2.0,19308.723318456145,3353253.0,,0.5238863874493812,84000002.0,USA,458379.5938732409,,2021-11-04,,
American Samoa,US,2021-11-05 04:31:58,-14.271,-170.132,4,0,,,60.0,7.188943405043044,2140.0,,0.0,16.0,ASM,3846.084721698028,,2021-11-04,,
Arizona,US,2021-11-05 04:31:58,33.7298,-111.4312,1179072,21290,,,4.0,16198.89878944325,13735187.0,,1.8056573305107744,84000004.0,USA,188703.4074823901,,2021-11-04,,
Arkansas,US,2021-11-05 04:31:58,34.9697,-92.3731,514967,8452,,,5.0,17064.29575943302,4102681.0,,1.641270217314896,84000005.0,USA,135949.22002886867,,2021-11-04,,
California,US,2021-11-05 04:31:58,36.1162,-119.6816,4948663,72319,,,6.0,12528.930604587851,103487426.0,,1.4618038448555983,84000006.0,USA,261912.43656425,,2021-11-04,,
Colorado,US,2021-11-05 04:31:58,39.0598,-105.3111,774030,9044,,,8.0,13147.798405761265,12208764.0,,1.1040128270996252,84000008.0,USA,212004.23148413125,,2021-11-04,,
Connecticut,US,2021-11-05 04:31:58,41.5978,-72.7554,404649,8776,,,9.0,11349.689379845157,10685093.0,,2.168793201021132,84000009.0,USA,299697.9766285295,,2021-11-04,,
Delaware,US,2021-11-05 04:31:58,39.3185,-75.5071,145056,2101,,,10.0,14896.422541806844,2428227.0,,1.4484061328038826,84000010.0,USA,2.493650412214869e-05,,2021-11-04,,
Diamond Princess,US,2021-11-05 04:31:58,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-11-04,,
District of Columbia,US,2021-11-05 04:31:58,38.8974,-77.0268,64708,1193,,,11.0,9168.698786679117,2251212.0,,1.843666934536688,84000011.0,USA,318981.9610088006,,2021-11-04,,
Florida,US,2021-11-05 04:31:58,27.7663,-81.6868,3690812,59670,,,12.0,17184.361648529357,42155394.0,,1.616717405275587,84000012.0,USA,196274.84031488048,,2021-11-04,,
Georgia,US,2021-11-05 04:31:58,33.0406,-83.6431,1639896,29393,,,13.0,15445.329813081762,12484315.0,,1.792369760033563,84000013.0,USA,117583.28739469078,,2021-11-04,,
Grand Princess,US,2021-11-05 04:31:58,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-11-04,,
Guam,US,2021-11-05 04:31:58,13.4443,144.7937,18507,248,,,66.0,11269.020696710082,250365.0,,1.340033500837521,316.0,GUM,152448.71490418867,,2021-11-04,,
Hawaii,US,2021-11-05 04:31:58,21.0943,-157.4983,84690,932,,,15.0,5981.472901505221,2573182.0,,1.1004841185500058,84000015.0,USA,181738.32097816755,,2021-11-04,,
Idaho,US,2021-11-05 04:31:58,44.2405,-114.4788,295147,3629,,,16.0,16515.73949464625,1019400.0,,1.2295567971214345,84000016.0,USA,57043.25248382124,,2021-11-04,,
Illinois,US,2021-11-05 04:31:58,40.3495,-88.9861,1710058,28800,,,17.0,13494.85602740127,35785125.0,,1.658378380907158,84000017.0,USA,282399.2305446865,,2021-11-04,,
Indiana,US,2021-11-05 04:31:58,39.8494,-86.2583,1031416,16859,,,18.0,15320.59488855012,14622667.0,,1.6345490083535643,84000018.0,USA,2.172042680132658e-05,,2021-11-04,,
Iowa,US,2021-11-05 04:31:58,42.0115,-93.2105,491463,7069,,,19.0,15576.928562599243,1725721.0,,1.4383585336027331,84000019.0,USA,54696.757916623086,,2021-11-04,,
Kansas,US,2021-11-05 04:31:58,38.5266,-96.7265,439068,6451,,,20.0,15071.083995751917,1838684.0,,1.4692484990935344,84000020.0,USA,63113.14194075888,,2021-11-04,,
Kentucky,US,2021-11-05 04:31:58,37.6681,-84.6701,749596,9886,,,21.0,16778.219892100427,7391595.0,,1.3188437505002697,84000021.0,USA,165446.19536837185,,2021-11-04,,
Louisiana,US,2021-11-05 04:31:58,31.1695,-91.8678,761311,14597,,,22.0,16376.526901385609,9843322.0,,1.917350465184399,84000022.0,USA,211739.2596875663,,2021-11-04,,
Maine,US,2021-11-05 04:31:58,44.6939,-69.3819,106473,1197,,,23.0,7920.8487946841715,2947933.0,,1.1242286776929362,84000023.0,USA,219305.6601190884,,2021-11-04,,
Maryland,US,2021-11-05 04:31:58,39.0639,-76.8021,563696,10939,,,24.0,9323.94701671276,14229108.0,,1.940584996168148,84000024.0,USA,2.3535992642680392e-05,,2021-11-04,,
Massachusetts,US,2021-11-05 04:31:58,42.2302,-71.5301,859713,15564,,,25.0,12473.161056295514,31475154.0,,2.2180657963762327,84000025.0,USA,4.5665782082358175e-05,,2021-11-04,,
Michigan,US,2021-11-05 04:31:58,43.3266,-84.5361,1297496,23879,,,26.0,12992.0354321685,17596590.0,,1.840391030107222,84000026.0,USA,1.7619747634315783e-05,,2021-11-04,,
Minnesota,US,2021-11-05 04:31:58,45.6945,-93.9002,811654,8917,,,27.0,14391.967419150753,12177112.0,,1.0986208409001863,84000027.0,USA,215920.3295534177,,2021-11-04,,
Mississippi,US,2021-11-05 04:31:58,32.7416,-89.6787,506042,10134,,,28.0,17003.24815726632,2584968.0,,2.0026005746558586,84000028.0,USA,86856.13522710053,,2021-11-04,,
Missouri,US,2021-11-05 04:31:58,38.4561,-92.2884,864461,12690,,,29.0,14085.069511202411,7508013.0,,1.4679667445957654,84000029.0,USA,122331.5858043467,,2021-11-04,,
Montana,US,2021-11-05 04:31:58,46.9219,-110.4544,179770,2405,,,30.0,16820.144127218187,2077627.0,,1.3378205484786116,84000030.0,USA,194392.7550903929,,2021-11-04,,
Nebraska,US,2021-11-05 04:31:58,41.1254,-98.2681,288257,2988,,,31.0,14901.561614716233,3952609.0,,1.0365750007805534,84000031.0,USA,204331.71285478555,,2021-11-04,,
Nevada,US,2021-11-05 04:31:58,38.3135,-117.0554,442845,7691,,,32.0,14377.356211828232,4594094.0,,1.7367250392349467,84000032.0,USA,149151.34168529126,,2021-11-04,,
New Hampshire,US,2021-11-05 04:31:58,43.4525,-71.5639,138511,1592,,,33.0,10186.79704731373,2715523.0,,1.149367198273061,84000033.0,USA,199713.2478887057,,2021-11-04,,
New Jersey,US,2021-11-05 04:31:58,40.2989,-74.521,1203755,28011,,,34.0,13552.457220572856,16063800.0,,2.3269685276488987,84000034.0,USA,180854.0461305151,,2021-11-04,,
New Mexico,US,2021-11-05 04:31:58,34.8405,-106.2485,281282,5101,,,35.0,13414.637054332996,4940507.0,,1.8134825548737563,84000035.0,USA,235618.0213074123,,2021-11-04,,
New York,US,2021-11-05 04:31:58,42.1657,-74.9481,2576396,56610,,,36.0,13243.827184133535,76489052.0,,2.197255390863827,84000036.0,USA,393187.9207102494,,2021-11-04,,
North Carolina,US,2021-11-05 04:31:58,35.6301,-79.8064,1487656,18211,,,37.0,14184.249477788317,19339595.0,,1.2241405271111063,84000037.0,USA,1.8439588203145588e-05,,2021-11-04,,
North Dakota,US,2021-11-05 04:31:58,47.5289,-99.784,150756,1820,,,38.0,19744.71893363008,1880873.0,,1.2095675463722944,84000038.0,USA,246813.6450839957,,2021-11-04,,
Northern Mariana Islands,US,2021-11-05 04:31:58,15.0979,145.6739,312,3,,,69.0,565.7913825620194,17542.0,,0.9615384615384616,580.0,MNP,31811.25779776585,,2021-11-04,,
Ohio,US,2021-11-05 04:31:58,40.3888,-82.7649,1560695,26349,,,39.0,13351.712278960742,22780187.0,,1.6868126059223616,84000039.0,USA,1.9488401160055096e-05,,2021-11-04,,
Oklahoma,US,2021-11-05 04:31:58,35.5653,-96.9289,647633,10879,,,40.0,16366.887702740303,4616319.0,,1.679809398223994,84000040.0,USA,116662.94749190733,,2021-11-04,,
Oregon,US,2021-11-05 04:31:58,44.572,-122.0709,371001,4543,,,41.0,8796.209910670106,7622405.0,,1.22452500128032,84000041.0,USA,180722.6244784821,,2021-11-04,,
Pennsylvania,US,2021-11-05 04:31:58,40.5908,-77.2098,1596338,31783,,,42.0,12469.452988906643,18759851.0,,1.9909943884064647,84000042.0,USA,146538.56521826412,,2021-11-04,,
Puerto Rico,US,2021-11-05 04:31:58,18.2208,-66.5901,185680,3239,,,72.0,5813.957129267864,3008684.0,,1.744398965962947,630.0,PRI,94207.02171216151,,2021-11-04,,
Rhode Island,US,2021-11-05 04:31:58,41.6809,-71.5118,180809,2881,,,44.0,17067.74178018636,5742797.0,,1.5933941341415527,84000044.0,USA,542100.0961900618,,2021-11-04,,
South Carolina,US,2021-11-05 04:31:58,33.8569,-80.945,901314,13832,,,45.0,17505.61402322988,9613354.0,,1.5346483023674324,84000045.0,USA,186713.69200153672,,2021-11-04,,
South Dakota,US,2021-11-05 04:31:58,44.2998,-99.4388,156564,2260,,,46.0,17697.66655852707,1011261.0,,1.4434991441199765,84000046.0,USA,1.1431082484889656e-05,,2021-11-04,,
Tennessee,US,2021-11-05 04:31:58,35.7478,-86.6923,1284895,16455,,,47.0,18832.73145478501,10364736.0,,1.2820732124529592,84000047.0,USA,151771.44410143892,,2021-11-04,,
Texas,US,2021-11-05 04:31:58,31.0545,-97.5635,4283934,71672,,,48.0,14774.284664777042,35334091.0,,1.672901589987147,84000048.0,USA,121859.00128366509,,2021-11-04,,
Utah,US,2021-11-05 04:31:58,40.15,-111.8624,558730,3276,,,49.0,17427.863995722964,4525280.0,,0.5863297120254863,84000049.0,USA,141152.19226203213,,2021-11-04,,
Vermont,US,2021-11-05 04:31:58,44.0459,-72.7107,41254,380,,,50.0,6611.334494678592,2336756.0,,0.9211228002133126,84000050.0,USA,374486.72973401775,,2021-11-04,,
Virgin Islands,US,2021-11-05 04:31:58,18.3358,-64.8963,7260,83,,,78.0,6768.0948651974495,208015.0,,1.143250688705234,850.0,VIR,193920.8337994556,,2021-11-04,,
Virginia,US,2021-11-05 04:31:58,37.7693,-78.17,932173,14089,,,51.0,10921.105090387591,10000392.0,,1.5114147266655438,84000051.0,USA,117162.08469572852,,2021-11-04,,
Washington,US,2021-11-05 04:31:58,47.4009,-121.4905,735881,8767,,,53.0,9663.707684402132,9842443.0,,1.1913611032218523,84000053.0,USA,129252.54497994916,,2021-11-04,,
West Virginia,US,2021-11-05 04:31:58,38.4912,-80.9545,275396,4511,,,54.0,15366.819797706326,4337577.0,,1.6380049092942526,84000054.0,USA,242032.43372334968,,2021-11-04,,
Wisconsin,US,2021-11-05 04:31:58,44.2685,-89.6165,896366,9523,,,55.0,15395.039256778178,11655459.0,,1.062400849652932,84000055.0,USA,2.001818998721153e-05,,2021-11-04,,
Wyoming,US,2021-11-05 04:31:58,42.756,-107.3025,104940,1243,,,56.0,18131.899460742727,1092168.0,,1.1844863731656186,84000056.0,USA,188708.5989159564,,2021-11-04,,
Alabama,US,2021-11-06 04:32:28,32.3182,-86.9023,835157,15786,,,1.0,17032.948991318906,,,1.8901835223796244,84000001.0,USA,,,2021-11-05,,
Alaska,US,2021-11-06 04:32:28,61.3707,-152.4044,142118,741,,,2.0,19427.102912329385,3362772.0,,0.5213977117606496,84000002.0,USA,459680.8125269122,,2021-11-05,,
American Samoa,US,2021-11-06 04:32:28,-14.271,-170.132,4,0,,,60.0,7.188943405043044,2140.0,,0.0,16.0,ASM,3846.084721698028,,2021-11-05,,
Arizona,US,2021-11-06 04:32:28,33.7298,-111.4312,1182885,21348,,,4.0,16251.284395313076,13779592.0,,1.804740105758379,84000004.0,USA,189313.47378940543,,2021-11-05,,
Arkansas,US,2021-11-06 04:32:28,34.9697,-92.3731,515524,8472,,,5.0,17082.752889186973,4107410.0,,1.6433764480412163,84000005.0,USA,136105.9233800472,,2021-11-05,,
California,US,2021-11-06 04:32:28,36.1162,-119.6816,4951844,72431,,,6.0,12536.938253258995,103672622.0,,1.4633531861427485,84000006.0,USA,262381.1421594781,,2021-11-05,,
Colorado,US,2021-11-06 04:32:28,39.0598,-105.3111,777615,9093,,,8.0,13205.241566899404,12208764.0,,1.105653851970202,84000008.0,USA,212004.23148413125,,2021-11-05,,
Connecticut,US,2021-11-06 04:32:28,41.5978,-72.7554,404969,8790,,,9.0,11358.66481436137,10702291.0,,2.1705365102020155,84000009.0,USA,300180.3501373101,,2021-11-05,,
Delaware,US,2021-11-06 04:32:28,39.3185,-75.5071,145330,2115,,,10.0,14924.560776533122,2433300.0,,1.455308607995596,84000010.0,USA,2.498860093410724e-05,,2021-11-05,,
Diamond Princess,US,2021-11-06 04:32:28,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-11-05,,
District of Columbia,US,2021-11-06 04:32:28,38.8974,-77.0268,64799,1193,,,11.0,9181.592889256664,2260221.0,,1.8410777944104075,84000011.0,USA,320258.47716397763,,2021-11-05,,
Florida,US,2021-11-06 04:32:28,27.7663,-81.6868,3701310,60334,,,12.0,17233.240168645327,42218117.0,,1.630071515220287,84000012.0,USA,196566.8775998141,,2021-11-05,,
Georgia,US,2021-11-06 04:32:28,33.0406,-83.6431,1641036,29483,,,13.0,15456.066881765944,12529203.0,,1.796608971405868,84000013.0,USA,118006.06418337104,,2021-11-05,,
Grand Princess,US,2021-11-06 04:32:28,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-11-05,,
Guam,US,2021-11-06 04:32:28,13.4443,144.7937,18586,248,,,66.0,11317.124259418251,250365.0,,1.3343376735177015,316.0,GUM,152448.71490418867,,2021-11-05,,
Hawaii,US,2021-11-06 04:32:28,21.0943,-157.4983,84814,944,,,15.0,5990.230755322515,2577060.0,,1.1130237932416818,84000015.0,USA,182012.2157935181,,2021-11-05,,
Idaho,US,2021-11-06 04:32:28,44.2405,-114.4788,295950,3644,,,16.0,16560.673506559637,1019400.0,,1.23128906909951,84000016.0,USA,57043.25248382124,,2021-11-05,,
Illinois,US,2021-11-06 04:32:28,40.3495,-88.9861,1712996,28825,,,17.0,13518.072895758234,35935515.0,,1.6568144748410083,84000017.0,USA,283586.0370818053,,2021-11-05,,
Indiana,US,2021-11-06 04:32:28,39.8494,-86.2583,1033803,16898,,,18.0,15356.051251452158,14667353.0,,1.6345473944262108,84000018.0,USA,2.1786803132815496e-05,,2021-11-05,,
Iowa,US,2021-11-06 04:32:28,42.0115,-93.2105,491463,7069,,,19.0,15576.928562599243,1725721.0,,1.4383585336027331,84000019.0,USA,54696.757916623086,,2021-11-05,,
Kansas,US,2021-11-06 04:32:28,38.5266,-96.7265,441137,6498,,,20.0,15142.102773679731,1838684.0,,1.4730117854544054,84000020.0,USA,63113.14194075888,,2021-11-05,,
Kentucky,US,2021-11-06 04:32:28,37.6681,-84.6701,750985,9939,,,21.0,16809.309902492863,7405702.0,,1.323461853432492,84000021.0,USA,165761.95258695073,,2021-11-05,,
Louisiana,US,2021-11-06 04:32:28,31.1695,-91.8678,761849,14615,,,22.0,16388.09979534477,9870825.0,,1.918359149910284,84000022.0,USA,212330.8754915791,,2021-11-05,,
Maine,US,2021-11-06 04:32:28,44.6939,-69.3819,107074,1204,,,23.0,7965.559004085665,2970534.0,,1.124455983712199,84000023.0,USA,220987.0169288773,,2021-11-05,,
Maryland,US,2021-11-06 04:32:28,39.0639,-76.8021,564564,10956,,,24.0,9338.304376017257,14277283.0,,1.940612578910452,84000024.0,USA,2.3615677640894e-05,,2021-11-05,,
Massachusetts,US,2021-11-06 04:32:28,42.2302,-71.5301,861480,15580,,,25.0,12498.797606616929,31573518.0,,2.2156057018154804,84000025.0,USA,4.580849366333247e-05,,2021-11-05,,
Michigan,US,2021-11-06 04:32:28,43.3266,-84.5361,1309655,23975,,,26.0,13113.785448214589,17687606.0,,1.830634785496944,84000026.0,USA,1.7710883414071115e-05,,2021-11-05,,
Minnesota,US,2021-11-06 04:32:28,45.6945,-93.9002,815008,8952,,,27.0,14451.439384697442,12210967.0,,1.0983941261926264,84000027.0,USA,216520.6346797096,,2021-11-05,,
Mississippi,US,2021-11-06 04:32:28,32.7416,-89.6787,506556,10148,,,28.0,17020.518797949968,2585199.0,,2.0033323067933257,84000028.0,USA,86863.8969352677,,2021-11-05,,
Missouri,US,2021-11-06 04:32:28,38.4561,-92.2884,865607,12697,,,29.0,14103.74182801004,7523807.0,,1.4668319456751158,84000029.0,USA,122588.92487211256,,2021-11-05,,
Montana,US,2021-11-06 04:32:28,46.9219,-110.4544,180452,2415,,,30.0,16883.95532093662,2085578.0,,1.3383060315208477,84000030.0,USA,195136.68881657367,,2021-11-05,,
Nebraska,US,2021-11-06 04:32:28,41.1254,-98.2681,289282,3001,,,31.0,14954.549402194369,3970461.0,,1.0373960357021867,84000031.0,USA,205254.5791787461,,2021-11-05,,
Nevada,US,2021-11-06 04:32:28,38.3135,-117.0554,443641,7712,,,32.0,14403.199058748973,4604234.0,,1.738342488633828,84000032.0,USA,149480.54579053787,,2021-11-05,,
New Hampshire,US,2021-11-06 04:32:28,43.4525,-71.5639,139324,1597,,,33.0,10246.589164903424,2727454.0,,1.1462490310355715,84000033.0,USA,200590.7137619685,,2021-11-05,,
New Jersey,US,2021-11-06 04:32:28,40.2989,-74.521,1205140,28062,,,34.0,13568.05022184844,16064035.0,,2.3285261463398443,84000034.0,USA,180856.69187441387,,2021-11-05,,
New Mexico,US,2021-11-06 04:32:28,34.8405,-106.2485,282742,5113,,,35.0,13484.266003570152,4957666.0,,1.808362393984622,84000035.0,USA,236436.3522251933,,2021-11-05,,
New York,US,2021-11-06 04:32:28,42.1657,-74.9481,2581256,56660,,,36.0,13268.80975673297,76678214.0,,2.195055430379629,84000036.0,USA,394160.2979526473,,2021-11-05,,
North Carolina,US,2021-11-06 04:32:28,35.6301,-79.8064,1489653,18251,,,37.0,14203.29013383188,19388597.0,,1.2251846570979954,84000037.0,USA,1.8486309796908567e-05,,2021-11-05,,
North Dakota,US,2021-11-06 04:32:28,47.5289,-99.784,151362,1824,,,38.0,19820.04088906152,1886240.0,,1.2076191232844062,84000038.0,USA,247517.9184895717,,2021-11-05,,
Northern Mariana Islands,US,2021-11-06 04:32:28,15.0979,145.6739,342,3,,,69.0,620.1944001160598,17542.0,,0.8771929824561403,580.0,MNP,31811.25779776585,,2021-11-05,,
Ohio,US,2021-11-06 04:32:28,40.3888,-82.7649,1565043,26407,,,39.0,13388.90932578214,22831886.0,,1.685768378249032,84000039.0,USA,1.953262954376299e-05,,2021-11-05,,
Oklahoma,US,2021-11-06 04:32:28,35.5653,-96.9289,648209,10879,,,40.0,16381.444291605878,4628491.0,,1.6783167157506298,84000040.0,USA,116970.55651911526,,2021-11-05,,
Oregon,US,2021-11-06 04:32:28,44.572,-122.0709,372137,4562,,,41.0,8823.14378539961,7622405.0,,1.2258926148165863,84000041.0,USA,180722.6244784821,,2021-11-05,,
Pennsylvania,US,2021-11-06 04:32:28,40.5908,-77.2098,1601673,31855,,,42.0,12511.126200780209,18811730.0,,1.9888579004578333,84000042.0,USA,146943.8069350005,,2021-11-05,,
Puerto Rico,US,2021-11-06 04:32:28,18.2208,-66.5901,185814,3239,,,72.0,5818.152897553742,3008684.0,,1.7431409904528183,630.0,PRI,94207.02171216151,,2021-11-05,,
Rhode Island,US,2021-11-06 04:32:28,41.6809,-71.5118,181079,2881,,,44.0,17093.22884267025,5758183.0,,1.591018284837005,84000044.0,USA,543552.4811655328,,2021-11-05,,
South Carolina,US,2021-11-06 04:32:28,33.8569,-80.945,902329,13841,,,45.0,17525.32768376725,9630072.0,,1.533919446233026,84000045.0,USA,187038.3944417965,,2021-11-05,,
South Dakota,US,2021-11-06 04:32:28,44.2998,-99.4388,156995,2267,,,46.0,17746.385895582367,1013644.0,,1.4439950316889072,84000046.0,USA,1.145801941765132e-05,,2021-11-05,,
Tennessee,US,2021-11-06 04:32:28,35.7478,-86.6923,1286003,16490,,,47.0,18848.985250632068,10382234.0,,1.283764362235187,84000047.0,USA,152027.66835344947,,2021-11-05,,
Texas,US,2021-11-06 04:32:28,31.0545,-97.5635,4287456,71808,,,48.0,14786.431217592595,35394970.0,,1.6746994021629609,84000048.0,USA,122068.95869106374,,2021-11-05,,
Utah,US,2021-11-06 04:32:28,40.15,-111.8624,560604,3286,,,49.0,17486.3176623025,4535242.0,,0.586153505861535,84000049.0,USA,141462.92621425484,,2021-11-05,,
Vermont,US,2021-11-06 04:32:28,44.0459,-72.7107,41644,383,,,50.0,6673.835596460835,2354980.0,,0.919700316972433,84000050.0,USA,377407.29403883725,,2021-11-05,,
Virgin Islands,US,2021-11-06 04:32:28,18.3358,-64.8963,7275,83,,,78.0,6782.078532274304,208444.0,,1.140893470790378,850.0,VIR,194320.7666778536,,2021-11-05,,
Virginia,US,2021-11-06 04:32:28,37.7693,-78.17,933542,14125,,,51.0,10937.143951059095,10019065.0,,1.513054581368594,84000051.0,USA,117380.852880768,,2021-11-05,,
Washington,US,2021-11-06 04:32:28,47.4009,-121.4905,737698,8798,,,53.0,9687.56882073064,9842443.0,,1.1926289619871546,84000053.0,USA,129252.54497994916,,2021-11-05,,
West Virginia,US,2021-11-06 04:32:28,38.4912,-80.9545,276267,4518,,,54.0,15415.420721626071,4350321.0,,1.6353744746929602,84000054.0,USA,242743.53610501817,,2021-11-05,,
Wisconsin,US,2021-11-06 04:32:28,44.2685,-89.6165,899647,9542,,,55.0,15451.390260499304,11684137.0,,1.0606382281050235,84000055.0,USA,2.006744430250304e-05,,2021-11-05,,
Wyoming,US,2021-11-06 04:32:28,42.756,-107.3025,105318,1243,,,56.0,18197.211620035283,1095358.0,,1.180235097514195,84000056.0,USA,189259.77824966869,,2021-11-05,,
Alabama,US,2021-11-07 04:32:11,32.3182,-86.9023,835740,15834,,,1.0,17044.839221852733,,,1.8946083710244808,84000001.0,USA,,,2021-11-06,,
Alaska,US,2021-11-07 04:32:11,61.3707,-152.4044,142118,741,,,2.0,19427.102912329385,3374603.0,,0.5213977117606496,84000002.0,USA,461298.0746228872,,2021-11-06,,
American Samoa,US,2021-11-07 04:32:11,-14.271,-170.132,4,0,,,60.0,7.188943405043044,2140.0,,0.0,16.0,ASM,3846.084721698028,,2021-11-06,,
Arizona,US,2021-11-07 04:32:11,33.7298,-111.4312,1186477,21408,,,4.0,16300.63375179994,13814944.0,,1.8043333330523896,84000004.0,USA,189799.1637811993,,2021-11-06,,
Arkansas,US,2021-11-07 04:32:11,34.9697,-92.3731,515979,8483,,,5.0,17097.830077765157,4113557.0,,1.64405915744633,84000005.0,USA,136309.6145409046,,2021-11-06,,
California,US,2021-11-07 04:32:11,36.1162,-119.6816,4953624,72457,,,6.0,12541.43053404006,103984228.0,,1.4632729802934092,84000006.0,USA,263169.77407219034,,2021-11-06,,
